target_population,comparison_sample,model,model_label,algorithm,cycle,n,events,weight_variable,metric,point_estimate,bootstrap_mean,bootstrap_bias,bootstrap_se,ci_lower,ci_upper,ci_level,ci_method,replicate_method,n_replicates_requested,n_replicates_valid,valid_replicate_fraction,design_df
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,xgboost,2005-2006,4448,533,combined_mec_weight,weighted_observed_prevalence,0.08958365355321198,0.08931859423883771,-0.0002650593143742608,0.0063884241692191744,0.07687501392039414,0.10124378837346713,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,xgboost,2005-2006,4448,533,combined_mec_weight,weighted_mean_predicted_probability,0.07805724541793474,0.07794388784079055,-0.00011335757714418804,0.004938775449440053,0.06865697400745581,0.08729954805846406,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,xgboost,2005-2006,4448,533,combined_mec_weight,calibration_in_the_large,0.15031150707153262,0.14808165143850754,-0.0022298556330250796,0.05602993537178331,0.042929147399826326,0.2539262613092328,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,2005-2006,1836,216,combined_fasting_weight,survey_weighted_AUROC,0.8496826741029517,0.8491425905823436,-0.0005400835206080812,0.01651667772671984,0.817320423877071,0.882069486397159,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,2005-2006,1836,216,combined_fasting_weight,survey_weighted_PR_AUC,0.44421297459477205,0.4479189713761921,0.003705996781420029,0.037278464110980396,0.37447326290642263,0.5167026002660455,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,2005-2006,1836,216,combined_fasting_weight,weighted_Brier,0.06808584418938235,0.06787335707311926,-0.0002124871162630937,0.008675602459314306,0.05072792685212449,0.08455953083391449,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,2005-2006,1836,216,combined_fasting_weight,weighted_log_loss,0.23576989833115117,0.23529627690232757,-0.00047362142882359515,0.026114875062291654,0.1854000641238906,0.2861239993952295,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,2005-2006,1836,216,combined_fasting_weight,calibration_intercept,0.21813272428590447,0.21662855771954462,-0.0015041665663598491,0.14486060155970554,-0.06419779333055911,0.49716653031342045,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,2005-2006,1836,216,combined_fasting_weight,calibration_slope,1.0448695087750284,1.0496862525815227,0.004816743806494328,0.08196486513244461,0.9047233637392655,1.221463200668021,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,2005-2006,1836,216,combined_fasting_weight,observed_expected_ratio,1.1061511087081783,1.1012119782344985,-0.004939130473679887,0.08916211653304339,0.928341000717025,1.2692378154296637,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,2005-2006,1836,216,combined_fasting_weight,weighted_observed_prevalence,0.0951024285360095,0.09473108741892523,-0.0003713411170842701,0.011914601517209664,0.07189260913326141,0.11665446683946269,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,2005-2006,1836,216,combined_fasting_weight,weighted_mean_predicted_probability,0.08597598265491516,0.08584462323612416,-0.00013135941879099944,0.006251228894450104,0.07416846923949262,0.09794222639694142,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,2005-2006,1836,216,combined_fasting_weight,calibration_in_the_large,0.11092161178602611,0.10292581964148269,-0.00799579214454342,0.09038335532443398,-0.08087120748820055,0.26499073349942803,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2007-2008,5649,677,combined_mec_weight,survey_weighted_AUROC,0.8613864692584586,0.8613455163703343,-4.095288812433484e-05,0.010511009653622044,0.8412491995522386,0.8801196457405571,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2007-2008,5649,677,combined_mec_weight,survey_weighted_PR_AUC,0.4040370238704779,0.405545764776376,0.0015087409058980872,0.024425376074688865,0.3590211131225055,0.45236968467868516,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2007-2008,5649,677,combined_mec_weight,weighted_Brier,0.06285368747218537,0.06283433264411564,-1.9354828069723107e-05,0.003927452281588075,0.05538777042926365,0.07065111914736893,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2007-2008,5649,677,combined_mec_weight,weighted_log_loss,0.21665275929209973,0.216518245776262,-0.0001345135158377364,0.010868125055846502,0.19621823464745058,0.2378252045335004,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2007-2008,5649,677,combined_mec_weight,calibration_intercept,0.221208351089792,0.2203500114445778,-0.0008583396452142011,0.09250141365257293,0.04242702135195014,0.38623396769634927,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2007-2008,5649,677,combined_mec_weight,calibration_slope,1.1048125532757327,1.1059755566462353,0.0011630033705025689,0.043133355554804825,1.0273592189335534,1.1894589867050251,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2007-2008,5649,677,combined_mec_weight,observed_expected_ratio,1.0312421764092656,1.030789296895608,-0.00045287951365757806,0.05210230103557586,0.9330642652003444,1.1327547430618057,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2007-2008,5649,677,combined_mec_weight,weighted_observed_prevalence,0.08628613626099399,0.08630637308156242,2.0236820568425573e-05,0.006538733782434596,0.07394607865081212,0.09872876983422232,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2007-2008,5649,677,combined_mec_weight,weighted_mean_predicted_probability,0.08367203963809748,0.08365922490670548,-1.2814731392002399e-05,0.0033039592193055507,0.07735105236559014,0.09015731989728264,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2007-2008,5649,677,combined_mec_weight,calibration_in_the_large,0.033620944975790046,0.03195475884360538,-0.001666186132184666,0.05551634400756019,-0.07527056950845279,0.1368169620182386,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2007-2008,2337,288,combined_fasting_weight,survey_weighted_AUROC,0.865223082101591,0.8654064864524441,0.00018340435085306694,0.015332184712243117,0.8345706961451388,0.8935510755866137,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2007-2008,2337,288,combined_fasting_weight,survey_weighted_PR_AUC,0.4046427314965532,0.40783226520314086,0.003189533706587644,0.03745156015468026,0.3364551451082143,0.47899468541803375,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2007-2008,2337,288,combined_fasting_weight,weighted_Brier,0.0647036719511072,0.06472800543844906,2.4333487341862692e-05,0.005168088244205711,0.05467736409067272,0.07455989523161234,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2007-2008,2337,288,combined_fasting_weight,weighted_log_loss,0.22111962929276546,0.22107168313297104,-4.794615979442085e-05,0.01457774061831236,0.19265893655366917,0.24934398797310303,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2007-2008,2337,288,combined_fasting_weight,calibration_intercept,0.19575978196880822,0.201053364642406,0.00529358267359778,0.14949100487019132,-0.08103032490489884,0.483677894750729,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2007-2008,2337,288,combined_fasting_weight,calibration_slope,1.0888872184926521,1.0936411742450896,0.004753955752437422,0.05943742775407751,0.9835725330596504,1.210853572852066,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2007-2008,2337,288,combined_fasting_weight,observed_expected_ratio,1.032751346504233,1.034601654515561,0.0018503080113279058,0.0803382249575568,0.881656143527589,1.1876420815790625,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2007-2008,2337,288,combined_fasting_weight,weighted_observed_prevalence,0.08956343919074475,0.08979173493075729,0.00022829574001254072,0.008880771691328318,0.07336885522450454,0.10630162695767582,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2007-2008,2337,288,combined_fasting_weight,weighted_mean_predicted_probability,0.08672313959590432,0.0867654725741703,4.233297826598814e-05,0.004966646430410737,0.07713805770021524,0.0965863620688633,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2007-2008,2337,288,combined_fasting_weight,calibration_in_the_large,0.03534130659967438,0.03434159590119738,-0.0009997106984769993,0.08557174346909827,-0.13712112036260657,0.19019130207064014,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,2007-2008,2337,288,combined_fasting_weight,survey_weighted_AUROC,0.865223082101591,0.8654064864524441,0.00018340435085306694,0.015332184712243117,0.8345706961451388,0.8935510755866137,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,2007-2008,2337,288,combined_fasting_weight,survey_weighted_PR_AUC,0.4046427314965532,0.40783226520314086,0.003189533706587644,0.03745156015468026,0.3364551451082143,0.47899468541803375,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,2007-2008,2337,288,combined_fasting_weight,weighted_Brier,0.0647036719511072,0.06472800543844906,2.4333487341862692e-05,0.005168088244205711,0.05467736409067272,0.07455989523161234,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,2007-2008,2337,288,combined_fasting_weight,weighted_log_loss,0.22111962929276546,0.22107168313297104,-4.794615979442085e-05,0.01457774061831236,0.19265893655366917,0.24934398797310303,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,2007-2008,2337,288,combined_fasting_weight,calibration_intercept,0.19575978196880822,0.201053364642406,0.00529358267359778,0.14949100487019132,-0.08103032490489884,0.483677894750729,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,2007-2008,2337,288,combined_fasting_weight,calibration_slope,1.0888872184926521,1.0936411742450896,0.004753955752437422,0.05943742775407751,0.9835725330596504,1.210853572852066,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,2007-2008,2337,288,combined_fasting_weight,observed_expected_ratio,1.032751346504233,1.034601654515561,0.0018503080113279058,0.0803382249575568,0.881656143527589,1.1876420815790625,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,2007-2008,2337,288,combined_fasting_weight,weighted_observed_prevalence,0.08956343919074475,0.08979173493075729,0.00022829574001254072,0.008880771691328318,0.07336885522450454,0.10630162695767582,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,2007-2008,2337,288,combined_fasting_weight,weighted_mean_predicted_probability,0.08672313959590432,0.0867654725741703,4.233297826598814e-05,0.004966646430410737,0.07713805770021524,0.0965863620688633,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,2007-2008,2337,288,combined_fasting_weight,calibration_in_the_large,0.03534130659967438,0.03434159590119738,-0.0009997106984769993,0.08557174346909827,-0.13712112036260657,0.19019130207064014,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,xgboost,2007-2008,5649,677,combined_mec_weight,survey_weighted_AUROC,0.8630897335726683,0.8631773639746071,8.763040193882077e-05,0.010362469121224235,0.8430951645478324,0.8816064925284148,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,xgboost,2007-2008,5649,677,combined_mec_weight,survey_weighted_PR_AUC,0.4246328299297537,0.4259719620540924,0.0013391321243386711,0.022040416268888786,0.38278280680268045,0.4668896965835702,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,xgboost,2007-2008,5649,677,combined_mec_weight,weighted_Brier,0.06197057025953101,0.061930355526174596,-4.021473335641401e-05,0.004065678228350439,0.054229952651076344,0.06993507849492699,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,xgboost,2007-2008,5649,677,combined_mec_weight,weighted_log_loss,0.21470765991597052,0.214534682832918,-0.0001729770830525279,0.011465055068880159,0.19288775015239806,0.2370156470434417,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,xgboost,2007-2008,5649,677,combined_mec_weight,calibration_intercept,0.22549470716651135,0.22702781943884617,0.0015331122723348245,0.0873986568481282,0.05950128740664751,0.380683017619893,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
